"gene_id","cell_type","loo_direction_consistency","min_loo_logcpm_difference","max_loo_logcpm_difference"
"ENSG00000009780","B_cells",0.666666666666667,-0.070304773799851,0.25970375992287
"ENSG00000117758","B_cells",0.5,-0.246207680705548,0.123982537465326
"ENSG00000117751","B_cells",0.166666666666667,-0.136662881861125,0.110823307490606
"ENSG00000130775","B_cells",1,0.871561195365619,1.70852090665175
"ENSG00000117748","B_cells",1,0.104124614647334,0.713787836903905
"ENSG00000158156","B_cells",1,0.274246648981222,0.773558507153091
"ENSG00000158161","B_cells",0.833333333333333,-0.0970067391664244,0.694586889170748
"ENSG00000169403","B_cells",1,-1.3513793574723,-0.383690832605152
"ENSG00000126698","B_cells",0.833333333333333,-0.932517542288254,0.148675606611438
"ENSG00000130770","B_cells",1,-1.38282868870108,-0.636160346849353
"ENSG00000270605","B_cells",0.666666666666667,-0.350837649683637,1.12889823553165
"ENSG00000130766","B_cells",0.833333333333333,-0.397362300343717,0.735920198461786
"ENSG00000130772","B_cells",0.833333333333333,-0.170025171518617,0.910841745485472
"ENSG00000204138","B_cells",0.5,-0.170413394357841,0.506220345200652
"ENSG00000180198","B_cells",0.666666666666667,-0.580804813120865,0.411143734138295
"ENSG00000180098","B_cells",0.666666666666667,-0.092692726520208,0.291873173910848
"ENSG00000197989","B_cells",0.333333333333333,-0.361641202350799,0.308750286100867
"ENSG00000120656","B_cells",1,-0.701986179515027,-0.315836347304629
"ENSG00000270103","B_cells",1,0.224641554622605,0.907570565126974
"ENSG00000162419","B_cells",0.5,-0.0545668396321188,0.285031995716773
"ENSG00000198492","B_cells",1,0.196666435341142,0.785722037222061
